Y;in_transit_qty;forecast_3_month;sales_1_month;sales_3_month;min_bank;potential_issue;pieces_past_due;local_bo_qty;deck_risk;oe_constraint;ppap_risk;stop_auto_buy;rev_stop
1;4;289;35;137;54;0;28;4;0;0;0;1;0
1;0;1386;351;1076;356;0;36;0;0;0;0;1;0
1;0;3;0;1;0;0;1;0;0;0;0;1;0
1;0;6;0;0;0;0;3;0;1;0;0;1;0
1;54;320;73;165;89;0;10;0;0;0;0;1;0
1;18;366;74;242;54;0;12;0;0;0;0;1;0
1;0;10;5;9;1;0;1;1;0;0;0;1;0
1;0;180;17;49;6;0;180;0;0;0;0;1;0
1;0;19;6;11;6;0;3;0;0;0;0;1;0
1;0;28;2;15;1;0;6;0;0;0;0;1;0
1;0;24;5;14;0;0;12;0;0;0;0;1;0
1;18;1004;193;628;162;0;39;0;0;0;0;1;0
1;61;1785;167;918;301;0;15;45;0;0;0;1;0
1;0;28;0;9;0;0;8;5;0;0;0;1;0
1;0;791;129;644;87;0;53;16;0;0;0;1;0
1;0;120;18;65;30;0;10;1;0;0;0;1;0
1;0;311;14;43;17;0;4;0;0;0;0;1;0
1;0;16;0;0;0;0;6;0;1;0;0;1;0
1;0;568;103;410;169;0;38;7;0;0;0;1;0
1;0;1710;364;1122;424;0;90;22;0;0;0;1;0
1;0;761;140;400;136;0;92;5;0;0;1;1;0
1;0;4;0;0;0;0;2;0;0;0;0;1;0
1;0;47;5;22;0;0;15;0;0;0;0;1;0
1;0;70;19;54;33;0;28;0;0;0;0;1;0
1;4;216;45;157;26;0;12;0;0;0;1;1;0
1;445;14245;2632;6913;3706;0;1282;37;0;0;0;1;0
1;8;102;26;63;9;0;1;1;0;0;0;1;0
1;0;58;5;32;0;0;6;0;0;0;0;1;0
1;408;1541;895;1906;554;0;5;0;0;0;0;1;0
1;0;60;0;0;2;0;6;0;0;0;0;1;0
1;5;112;13;69;20;0;7;0;0;0;1;1;0
1;20;800;228;918;179;0;20;0;0;0;0;1;0
1;1;1817;229;969;356;1;131;11;0;0;0;1;0
1;0;4;0;1;1;0;1;0;0;0;0;1;0
1;3;271;64;149;42;0;12;27;0;0;0;1;0
1;15;1239;275;949;267;0;46;68;0;0;0;1;0
1;7;49;18;47;0;0;1;0;0;0;0;1;0
1;0;72;23;46;16;0;6;0;0;0;0;1;0
1;0;31;3;11;14;0;1;0;0;0;0;1;0
1;0;70;0;0;6;0;34;0;0;0;0;1;0
1;1;472;32;152;111;0;1;56;1;0;1;1;0
1;0;1;0;3;0;0;1;0;1;0;0;1;0
1;0;166;28;32;18;0;2;0;0;0;0;1;0
1;1;168;23;97;65;0;8;0;0;0;0;1;0
1;19;1260;257;881;247;0;140;0;0;0;0;1;0
1;0;348;0;0;0;0;123;0;1;0;1;1;0
1;0;212;0;0;0;0;62;0;0;0;0;1;0
1;26;271;54;231;47;0;10;0;0;0;0;1;0
1;0;8;3;6;1;0;1;0;0;0;0;1;0
1;0;270;23;173;25;0;19;2;0;0;0;1;0
1;0;23;0;3;0;0;3;0;0;0;0;1;0
1;0;554;10;10;94;0;26;0;0;0;0;1;0
1;0;22;0;5;0;0;1;0;0;0;0;1;0
1;7;1278;200;515;325;0;127;16;0;0;0;1;0
1;0;3;1;3;0;0;2;0;0;0;0;1;0
1;0;464;74;257;86;0;50;8;0;0;0;1;0
1;0;299;84;213;58;0;24;2;0;0;1;1;0
1;0;130;62;185;19;0;30;0;0;0;1;1;0
1;0;35;10;29;0;0;4;0;0;0;0;1;0
1;0;4;0;2;1;0;1;0;0;0;0;1;0
1;25;1272;213;812;631;0;72;0;0;0;0;1;0
1;0;347;110;374;99;0;55;0;0;0;0;1;0
1;0;7;0;2;0;0;2;0;0;0;0;1;0
1;0;114;23;54;24;0;8;0;0;0;0;1;0
1;0;96;16;51;50;0;5;1;0;0;0;1;0
1;0;42;7;25;0;0;4;0;0;0;1;1;0
1;0;288;61;246;57;0;12;1;0;0;0;1;0
1;0;10;4;9;0;0;2;0;0;0;0;1;0
1;0;1068;285;996;220;0;12;74;0;0;0;1;0
1;0;449;55;219;74;0;41;6;0;0;1;1;0
1;0;282;37;240;63;0;34;0;0;0;0;1;0
1;0;4;2;4;0;0;1;0;0;0;0;1;0
1;0;2875;676;2924;364;0;18;1;0;0;0;1;0
1;50;493;136;420;78;0;14;0;0;0;1;1;0
1;3;41;2;33;0;0;1;0;0;0;0;1;0
1;0;67;8;36;0;0;2;0;0;0;0;1;0
1;8;540;70;213;59;0;30;84;0;0;0;1;0
1;0;1;0;1;0;0;1;0;0;0;1;1;0
1;0;216;34;118;53;0;36;2;0;0;1;1;0
1;0;37;3;10;0;0;4;0;0;0;0;1;0
1;0;8;2;6;0;0;4;0;0;0;0;1;0
1;0;141;27;83;20;0;5;0;0;0;0;1;0
1;0;21;4;12;36;0;4;0;0;0;0;1;0
1;0;92;13;42;0;0;4;0;0;0;1;1;0
1;2;42;9;28;12;0;4;0;0;0;1;1;0
1;0;74;0;0;4;0;24;0;0;0;1;1;0
1;25;471;107;362;97;0;42;1;0;0;0;1;0
1;0;54;17;50;9;0;6;0;0;0;1;1;0
1;0;210;48;123;42;0;70;2;0;0;0;1;0
1;0;13;1;4;1;0;2;0;0;0;0;1;0
1;0;105;23;105;13;0;48;0;0;0;0;1;0
1;0;162;29;100;28;0;14;6;0;0;0;1;0
1;0;491;43;165;65;0;38;0;0;0;0;1;0
1;0;168;20;138;21;0;24;0;0;0;0;1;0
1;21;63;13;43;10;0;3;0;0;0;0;1;0
1;0;6;4;8;3;0;1;0;0;0;1;1;0
1;158;1173;255;1115;303;0;86;0;0;0;0;1;0
1;0;240;61;175;41;0;48;0;0;0;0;1;0
1;0;16;4;10;0;0;6;0;0;0;0;1;0
1;0;1782;402;1460;551;0;135;0;0;0;0;1;0
1;0;1400;356;1734;353;0;100;35;0;0;0;1;0
1;3;61;14;38;72;0;4;0;0;0;0;1;0
1;3;108;27;66;17;0;6;0;0;0;0;1;0
1;0;76;21;41;21;0;16;0;0;0;0;1;0
1;0;171;26;97;49;0;18;0;0;0;1;1;0
1;0;96;8;33;12;0;24;3;0;0;1;1;0
1;0;13;0;0;0;0;3;0;1;0;1;1;0
1;0;42;10;21;0;0;3;0;0;0;0;1;0
1;144;4364;1001;2987;620;0;1364;108;0;0;0;1;0
1;0;11;0;6;0;0;4;0;0;0;0;1;0
1;6;463;97;327;94;0;13;0;0;0;0;1;0
1;1;524;62;334;133;0;25;0;0;0;0;1;0
1;0;156;48;127;73;0;24;0;0;0;0;1;0
1;286;1601;427;1156;225;0;48;16;0;0;0;1;0
1;0;41;0;15;0;0;1;0;0;0;0;1;0
1;0;76;3;16;1;0;20;0;0;0;0;1;0
1;0;344;21;83;3;0;12;131;0;0;0;1;0
1;0;37;4;18;2;0;16;0;0;0;0;1;0
1;7;395;133;332;65;0;15;9;0;0;0;1;0
1;169;2976;970;2756;568;0;48;0;0;0;0;1;0
1;1;141;22;109;27;0;11;11;0;0;0;1;0
1;0;3;1;2;0;0;1;0;0;0;0;1;0
1;22;470;110;389;108;0;32;2;0;0;0;1;0
1;0;3;2;3;1;0;1;0;1;0;0;1;0
1;86;1803;410;1369;174;0;105;26;0;0;0;1;0
1;0;26;4;5;0;0;18;5;1;0;1;1;0
1;0;157;47;120;49;0;22;0;0;0;0;1;0
1;4;420;86;283;155;0;24;10;0;0;1;1;0
1;15;161;35;131;48;0;14;0;0;0;0;1;0
1;0;16;0;2;2;0;16;0;1;0;0;1;0
1;1073;14580;2581;10422;2496;0;3888;771;0;0;0;1;0
1;1;531;114;513;93;0;49;28;0;0;0;1;0
1;0;1459;169;625;213;0;182;31;0;0;0;1;0
1;11;380;71;303;60;0;22;0;0;0;0;1;0
1;0;8;0;4;0;0;1;0;0;0;0;1;0
1;396;4035;934;3386;1028;0;353;0;0;0;0;1;0
1;0;107;25;78;22;0;10;4;0;0;1;1;0
1;0;7;0;11;0;0;0;0;0;0;0;1;0
1;0;3;0;1;0;0;0;0;0;0;0;1;0
1;0;1;1;1;0;0;0;0;0;0;0;1;0
1;0;12;0;0;0;0;0;0;1;0;1;1;0
1;0;17;0;1;0;0;0;0;0;0;0;1;0
1;0;15;4;11;3;0;0;0;0;0;0;1;0
1;0;6820;2805;15986;4016;0;0;4;0;0;0;1;0
1;0;90;35;104;13;0;0;0;0;0;0;1;0
1;0;7;0;0;0;0;0;0;0;0;0;1;0
1;0;0;15;43;28;0;0;0;0;0;0;1;0
1;1;218;0;1;32;0;0;0;0;0;0;1;0
1;0;7;12;15;1;0;0;0;0;0;0;1;0
1;0;84;16;58;40;0;0;3;0;0;0;1;0
1;0;11;3;7;0;0;0;0;0;0;0;1;0
1;0;37;3;18;0;0;0;0;0;0;0;1;0
1;0;2;0;0;0;0;0;0;0;0;0;1;0
1;0;35;7;29;0;0;0;0;0;0;0;1;0
1;0;720;952;1316;103;0;0;127;0;0;0;1;0
1;0;6;8;10;0;0;0;0;0;0;0;1;0
1;0;0;2;4;0;0;0;0;0;0;0;1;0
1;0;34;1;1;0;0;0;1;1;0;0;1;0
1;0;4;0;0;0;0;0;0;1;0;1;1;0
1;0;4;0;4;3;0;0;0;0;0;0;1;0
1;0;11;2;10;0;0;0;0;0;0;0;1;0
1;0;3;1;2;0;0;0;0;0;0;0;1;0
1;0;1;0;1;0;0;0;0;0;0;0;1;0
1;0;0;2;11;0;0;0;0;0;0;0;1;0
1;0;10;2;11;1;0;0;0;0;0;0;1;0
1;0;0;0;1;0;0;0;0;0;0;0;1;0
1;0;14;2;9;0;0;0;0;0;0;0;1;0
1;0;240;47;241;17;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;1;1;0
1;0;25;1;5;0;0;0;0;0;0;0;1;0
1;1;3;2;5;0;0;0;0;0;0;0;1;0
1;0;65;0;0;1;0;0;0;0;0;0;1;0
1;0;1;5;6;1;0;0;0;1;0;0;1;0
1;0;8250;551;4294;1084;0;0;271;0;0;0;1;0
1;0;6;2;7;1;0;0;0;0;0;0;1;0
1;0;20;0;9;0;0;0;0;0;0;0;1;0
1;0;20;5;12;0;0;0;0;0;0;0;1;0
1;0;0;1;1;0;0;0;0;0;0;0;1;0
1;0;48;5;21;0;0;0;0;0;0;0;1;0
1;0;20;5;15;3;0;0;0;0;0;1;1;0
1;0;16;0;6;60;0;0;0;0;0;0;1;0
1;0;31;5;15;2;0;0;0;0;0;0;1;0
1;0;7;1;4;1;0;0;0;0;0;0;1;0
1;0;4;0;7;0;0;0;0;0;0;0;1;0
1;0;22;1;10;3;0;0;0;0;0;0;1;0
1;0;5;1;5;0;0;0;0;0;0;0;1;0
1;0;1;1;2;0;0;0;0;0;0;0;1;0
1;0;3;0;0;1;0;0;0;0;0;0;1;0
1;0;5;0;5;1;0;0;0;0;0;0;1;0
1;0;0;7;14;0;0;0;0;0;0;0;1;0
1;0;108;28;72;8;0;0;0;1;0;0;1;0
1;0;43;0;8;12;0;0;0;0;0;0;1;0
1;0;10;0;4;2;0;0;0;0;0;0;1;0
1;0;8;12;42;0;0;0;1;0;0;0;1;0
1;0;0;2;7;0;0;0;0;0;0;0;1;0
1;0;5;0;0;1;0;0;0;0;0;0;1;0
1;0;22;1;4;0;0;0;0;0;0;0;1;0
1;0;15;5;18;0;0;0;0;0;0;0;1;0
1;0;25;7;19;1;0;0;0;0;0;0;1;0
1;0;8;0;24;0;0;0;0;0;0;0;1;0
1;0;5;0;0;0;0;0;0;0;0;0;1;0
1;12;0;4;6;0;0;0;0;1;0;0;1;0
1;0;0;1;3;0;0;0;0;0;0;0;1;0
1;0;172;60;112;32;0;0;0;1;0;0;1;0
1;0;12;0;2;0;0;0;0;1;0;0;1;0
1;0;71;0;0;0;0;0;0;1;0;1;1;0
1;0;0;1;2;0;0;0;0;0;0;0;1;0
1;0;3;1;4;0;0;0;0;0;0;0;1;0
1;0;20;2;24;0;0;0;0;0;0;0;1;0
1;0;33;5;6;1;0;0;0;1;0;0;1;0
1;0;6;0;0;0;0;0;0;1;0;1;1;0
1;0;12;2;7;1;0;0;0;0;0;0;1;0
1;0;15;0;2;0;0;0;0;0;0;0;1;0
1;0;4;8;23;2;0;0;0;0;0;0;1;0
1;0;270;32;95;0;0;0;0;0;0;0;1;0
1;0;653;7;15;0;0;0;0;1;0;0;0;0
1;0;8;6;16;3;0;0;0;0;0;0;1;0
1;0;75;181;206;20;0;0;0;0;0;0;1;0
1;0;23;3;4;3;0;0;0;0;0;0;1;0
1;0;9;1;6;0;0;0;0;0;0;0;1;0
1;1;3;2;3;0;0;0;0;0;0;0;1;0
1;0;39;6;18;0;0;0;0;0;0;0;1;0
1;0;38;0;0;0;0;0;0;0;0;0;1;0
1;0;288;58;137;54;0;0;2;0;0;0;1;0
1;0;2;0;0;1;0;0;0;0;0;1;1;0
1;0;11;2;5;0;0;0;0;0;0;0;1;0
1;0;59;10;46;14;0;0;1;0;0;0;1;0
1;0;707;355;666;313;0;0;0;0;0;0;1;0
1;0;0;2;2;0;0;0;0;0;0;1;1;0
1;0;53;19;54;0;0;0;0;0;0;0;1;0
1;0;1;0;1;2;0;0;0;0;0;0;1;0
1;0;22;1;13;3;0;0;0;0;0;0;1;0
1;0;26;2;13;0;0;0;0;0;0;0;1;0
1;18;5;4;18;0;0;0;0;0;0;0;1;0
1;0;20;1;13;4;0;0;0;0;0;0;1;0
1;0;15;5;11;0;0;0;0;0;0;0;1;0
1;0;20;0;6;0;0;0;0;0;0;0;1;0
1;0;14;4;12;0;0;0;0;0;0;0;1;0
1;0;21;7;21;8;0;0;0;0;0;0;1;0
1;0;21;5;18;0;0;0;0;0;0;0;1;0
1;0;2;0;1;0;0;0;0;0;0;1;1;0
1;0;0;1;1;0;0;0;0;1;0;0;1;0
1;0;2;3;11;0;0;0;0;0;0;0;1;0
1;0;4;2;3;0;0;0;0;0;0;0;1;0
1;0;6;1;1;0;0;0;0;0;0;0;1;0
1;0;90;6;28;40;0;0;32;0;0;0;1;0
1;0;219;176;258;64;0;0;57;0;0;0;1;0
1;7;6;6;15;0;0;0;0;0;0;0;1;0
1;0;48;21;47;0;0;0;0;0;0;0;1;0
1;0;40;5;39;4;0;0;0;0;0;0;1;0
1;0;21;4;23;1;0;0;0;0;0;0;1;0
1;0;1;0;0;1;0;0;0;0;0;0;1;0
1;0;1;4;4;0;0;0;0;1;0;0;1;0
1;0;65;0;0;0;0;0;0;1;0;0;1;0
1;5;26;19;32;12;0;0;0;0;0;0;1;0
1;0;20;17;53;5;0;0;0;0;0;0;1;0
1;0;2;1;3;0;0;0;0;0;0;0;1;0
1;0;12;2;8;0;0;0;0;0;0;0;1;0
1;0;17;4;9;3;0;0;0;0;0;0;1;0
1;0;228;43;135;43;0;0;0;0;0;0;1;0
1;26;27;12;31;0;0;0;0;0;0;0;1;0
1;0;4;3;6;2;0;0;0;0;0;0;1;0
1;0;19;2;9;4;0;0;0;0;0;0;1;0
1;0;40;15;43;22;0;0;0;0;0;1;1;0
1;0;27;7;35;0;0;0;0;0;0;0;1;0
1;0;1;1;1;0;0;0;0;0;0;1;1;0
1;0;0;0;3;0;0;0;0;0;0;0;1;0
1;0;65;17;41;0;0;0;0;1;0;0;1;0
1;1;100;3;24;0;0;0;0;0;0;0;1;0
1;4;3;2;4;1;0;0;0;0;0;0;1;0
1;0;32;5;13;0;0;0;0;0;0;0;1;0
1;0;5;2;9;3;0;0;0;0;0;0;1;0
1;0;20;1;12;0;0;0;0;0;0;0;1;0
1;0;18;13;29;6;0;0;0;0;0;0;1;0
1;0;17;0;0;1;0;0;0;0;0;0;1;0
1;0;16;7;20;7;0;0;0;0;0;0;1;0
1;0;0;1;2;1;0;0;0;0;0;0;0;0
1;0;27;9;26;9;0;0;0;0;0;0;1;0
1;0;60;10;35;12;0;0;0;0;0;0;1;0
1;0;9;1;3;1;0;0;0;0;0;0;1;0
1;6;19;56;154;26;0;0;0;0;0;0;1;0
1;0;60;0;0;1;0;0;0;1;0;0;1;0
1;0;15;2;12;1;0;0;0;0;0;0;1;0
1;0;5;2;3;0;0;0;0;0;0;0;1;0
1;0;3;0;0;0;0;0;0;1;0;1;1;0
1;0;10;1;2;0;0;0;0;0;0;0;1;0
1;0;76;3;79;10;0;0;0;1;0;0;1;0
1;19;20;5;22;0;0;0;0;0;0;0;1;0
1;3;8;5;11;0;0;0;3;0;0;0;1;0
1;1;31;21;23;12;0;0;0;0;0;0;1;0
1;15;6;9;20;6;0;0;0;0;0;0;1;0
1;0;1;0;2;0;0;0;0;0;0;0;1;0
1;0;4;4;12;0;0;0;0;0;0;0;1;0
1;0;0;4;5;0;0;0;0;0;0;0;1;0
1;0;42;8;26;24;0;0;1;0;0;1;1;0
1;0;48;18;44;8;0;0;0;1;0;1;1;0
1;0;0;0;5;0;0;0;0;0;0;0;1;0
1;0;2;4;9;0;0;0;0;0;0;0;1;0
1;0;6;4;5;0;0;0;0;0;0;0;1;0
1;0;5;2;5;0;0;0;0;0;0;0;1;0
1;0;159;29;82;33;0;0;0;0;0;0;1;0
1;0;3;0;3;0;0;0;0;0;0;0;1;0
1;0;0;3;14;0;0;0;0;1;0;0;1;0
1;0;2;2;3;0;0;0;0;0;0;0;1;0
1;0;0;1;1;2;0;0;0;0;0;0;1;0
1;0;2;0;1;2;0;0;0;0;0;0;1;0
1;0;0;0;0;0;0;0;0;1;0;0;1;0
1;0;2;2;2;0;0;0;0;0;0;0;1;0
1;0;600;51;353;90;0;0;0;0;0;0;1;0
1;0;40;89;168;2;0;0;0;0;0;0;1;0
1;0;150;33;152;0;0;0;0;0;0;0;1;0
1;1;150;18;99;21;0;0;9;0;0;0;1;0
1;155;448;697;921;791;0;0;25;0;0;0;1;0
1;14;119;32;94;19;0;0;0;0;0;1;1;0
1;0;112;28;75;0;0;0;0;0;0;0;1;0
1;0;3;8;41;7;0;0;0;0;0;1;1;0
1;0;6;4;7;0;0;0;0;0;0;0;1;0
1;0;30;8;26;0;0;0;0;0;0;0;1;0
1;9;0;0;0;1;0;0;0;1;0;1;1;0
1;0;5;0;0;1;0;0;0;1;0;0;1;0
1;0;16;5;12;0;0;0;0;0;0;0;1;0
1;0;0;0;1;1;0;0;0;0;0;0;1;0
1;0;1552;183;569;270;0;0;0;0;0;0;1;0
1;0;12;16;28;2;0;0;0;0;0;0;1;0
1;0;5;1;3;0;0;0;0;0;0;0;1;0
1;0;14;4;21;5;0;0;0;0;0;0;1;0
1;125;730;220;731;126;0;0;0;0;0;0;1;0
1;0;53;21;41;0;0;0;0;0;0;0;1;0
1;0;2;0;0;0;0;0;0;1;0;0;1;0
1;0;72;42;86;0;0;0;0;0;0;0;1;0
1;0;0;9;19;1;0;0;0;0;0;0;1;0
1;0;9;2;2;0;0;0;0;0;0;0;1;0
1;0;32;7;26;7;0;0;0;0;0;0;1;0
1;0;32;5;24;6;0;0;0;0;0;0;1;0
1;52;480;139;563;179;0;0;0;0;0;0;1;0
1;0;4;2;5;0;0;0;0;0;0;0;1;0
1;0;33;9;23;0;0;0;0;0;0;0;1;0
1;0;2;1;1;0;0;0;0;0;0;0;1;0
1;0;6;2;6;0;0;0;0;0;0;0;1;0
1;0;7;2;4;0;0;0;0;0;0;0;1;0
1;0;0;0;2;1;0;0;0;0;0;0;1;0
1;0;12;4;8;0;0;0;0;0;0;0;1;0
1;0;6;0;5;0;0;0;0;0;0;0;1;0
1;0;2;3;10;0;0;0;0;0;0;0;1;0
1;0;50;0;0;0;0;0;0;1;0;1;1;0
1;0;5;3;14;2;0;0;0;0;0;0;1;0
1;0;4;2;7;0;0;0;0;0;0;0;1;0
1;0;8;4;13;8;0;0;0;0;0;0;1;0
1;233;2000;720;1630;547;0;0;2;0;0;0;1;0
1;0;6;1;8;0;0;0;0;0;0;0;1;0
1;0;9;4;16;0;0;0;0;1;0;0;1;0
1;0;59;17;41;0;0;0;0;0;0;0;1;0
1;0;12;3;9;0;0;0;0;0;0;0;1;0
1;7;117;15;81;31;0;0;0;0;0;0;1;0
1;0;50;14;37;13;0;0;0;0;0;0;0;0
1;0;50;17;55;19;0;0;0;0;0;0;1;0
1;0;7;2;6;0;0;0;0;0;0;0;1;0
1;0;7;0;3;1;0;0;0;0;0;0;1;0
1;12;628;128;430;101;0;0;1;0;0;1;1;0
1;0;8;2;5;2;0;0;0;0;0;0;1;0
1;2;645;94;428;52;0;0;89;0;0;0;1;0
1;0;0;0;0;46;0;0;0;0;0;0;1;0
1;0;60;0;0;1;0;0;0;0;0;1;1;0
1;0;12;2;10;0;0;0;0;0;0;0;1;0
1;0;48;29;58;6;0;0;0;0;0;1;1;0
1;0;8;1;7;0;0;0;0;0;0;0;1;0
1;0;12;4;10;2;0;0;0;0;0;0;1;0
1;0;16;0;6;0;0;0;0;0;0;0;1;0
1;0;5;0;3;0;0;0;0;0;0;0;1;0
1;0;4;5;5;0;0;0;0;0;0;0;1;0
1;0;1;2;2;0;0;0;0;0;0;0;1;0
1;1;28;10;32;0;0;0;0;0;0;0;1;0
1;0;16;0;3;1;0;0;0;0;0;0;1;0
1;0;13;10;16;4;0;0;0;0;0;0;1;0
1;0;15;8;23;9;0;0;0;0;0;1;1;0
1;0;3;3;4;0;0;0;0;0;0;0;1;0
1;0;5;4;5;0;0;0;0;0;0;0;1;0
1;0;17;10;20;0;0;0;0;0;0;1;1;0
1;0;0;1;4;1;0;0;0;0;0;0;0;0
1;0;0;3;3;0;0;0;0;0;0;0;1;0
1;0;22;13;28;0;0;0;0;0;0;0;1;0
1;0;60;90;185;50;0;0;0;0;0;0;1;0
1;0;151;322;415;0;0;0;4;0;0;0;1;0
1;0;14;1;10;2;0;0;0;0;0;0;1;0
1;1;18;5;9;2;0;0;0;0;0;0;1;0
1;0;3;0;0;0;0;0;0;1;0;0;1;0
1;0;4;0;0;0;0;0;0;1;0;0;1;0
1;0;7;5;8;0;0;0;0;1;0;0;1;0
1;0;30;11;37;0;0;0;0;0;0;0;1;0
1;0;29;2;11;0;0;0;0;0;0;0;1;0
1;2;829;107;431;211;0;0;1;0;0;0;1;0
1;0;0;0;0;0;0;0;0;1;0;0;0;0
1;0;3;1;3;1;0;0;0;0;0;0;1;0
1;0;0;10;12;0;0;0;0;0;0;0;1;0
1;0;0;6;7;0;0;0;0;0;0;0;1;0
1;0;21;11;16;2;0;0;0;0;0;0;1;0
1;3;28;21;35;6;0;0;0;1;0;0;1;0
1;0;10;2;2;0;0;0;0;1;0;0;1;0
1;276;0;78;232;113;0;0;0;0;0;1;1;0
1;155;700;117;369;71;0;0;2;0;0;1;1;0
1;0;1;2;2;1;0;0;0;0;0;0;1;0
1;0;5;0;1;1;0;0;0;0;0;0;1;0
1;0;30;0;0;3;0;0;0;0;0;0;1;0
1;0;5;3;4;1;0;0;0;0;0;0;1;0
1;0;52;0;0;0;0;0;0;1;0;0;1;0
1;0;0;0;4;4;0;0;0;0;0;0;1;0
1;0;8;0;403;48;0;0;0;0;0;0;1;0
1;3;17;11;34;0;0;0;0;0;0;0;1;0
1;0;1566;51;479;147;0;0;378;0;0;0;1;0
1;0;20;3;8;0;0;0;0;0;0;0;1;0
1;0;48;5;25;1;0;0;0;0;0;0;1;0
1;12;408;131;585;90;0;0;2;0;0;0;1;0
1;0;16;4;6;0;0;0;0;0;0;0;1;0
1;0;500;0;0;0;0;0;0;0;0;1;1;0
1;0;21;6;12;0;0;0;0;1;0;0;1;0
1;0;11;0;1;0;0;0;0;0;0;0;1;0
1;19;57;34;72;48;0;0;0;0;0;0;1;0
1;0;10;7;18;0;0;0;0;0;0;0;1;0
1;0;10;5;12;0;0;0;0;0;0;0;1;0
1;0;6;4;5;2;0;0;0;0;0;0;1;0
1;19;199;56;232;50;0;0;0;0;0;1;1;0
1;0;1171;0;0;132;0;0;0;1;0;0;1;0
1;0;2000;98;349;297;0;0;10;0;0;0;1;0
1;0;261;47;152;30;0;0;4;0;0;0;1;0
